Time / ns                i2/real
----------------------------------------------------------------------
                       0                  -8.6573664e-09
            0.0018706698                   1.3343791e-06
            0.0037413395                   1.3450283e-06
            0.0056120092                   1.3499987e-06
            0.0074826791                   1.3491045e-06
             0.009353349                   1.3421808e-06
             0.011224018                   1.3290849e-06
             0.013094689                   1.3096975e-06
             0.014965358                   1.2839243e-06
             0.016836029                   1.2516969e-06
             0.018706698                   1.2129734e-06
             0.020577367                   1.1677402e-06
             0.022448037                   1.1160124e-06
             0.024318706                   1.0578344e-06
             0.026189378                   9.9328088e-07
             0.028060047                   9.2245722e-07
             0.029930716                   8.4549981e-07
             0.031801388                   7.6257629e-07
             0.033672057                   6.7388601e-07
             0.035542727                   5.7965968e-07
             0.037413396                   4.8015931e-07
             0.039284065                   3.7567807e-07
             0.041154735                   2.6653973e-07
             0.043025404                   1.5309817e-07
             0.044896074                   3.5736523e-08
             0.046766743                  -8.5133614e-08
             0.048637412                  -2.0907324e-07
             0.050508086                  -3.3561713e-07
             0.052378755                  -4.6427525e-07
             0.054249424                  -5.9453413e-07
             0.056120094                  -7.2585863e-07
             0.057990763                  -8.5769358e-07
             0.059861433                  -9.8946589e-07
             0.061732102                  -1.1205864e-06
             0.063602775                  -1.2504523e-06
             0.065473445                  -1.3784494e-06
             0.067344114                  -1.5039541e-06
             0.069214784                  -1.6263367e-06
             0.071085453                  -1.7449636e-06
             0.072956122                  -1.8591999e-06
             0.074826792                  -1.9684126e-06
             0.076697461                  -2.0719731e-06
             0.078568131                  -2.1692604e-06
               0.0804388                  -2.2596644e-06
              0.08230947                   -2.342588e-06
             0.084180139                  -2.4174512e-06
             0.086050808                  -2.4836932e-06
             0.087921478                  -2.5407762e-06
             0.089792147                  -2.5881882e-06
             0.091662817                  -2.6254463e-06
             0.093533486                  -2.6520988e-06
             0.095404156                  -2.6677294e-06
             0.097274825                  -2.6719586e-06
             0.099145494                  -2.6644477e-06
              0.10101617                  -2.6449009e-06
              0.10288684                  -2.6130674e-06
              0.10475751                   -2.568745e-06
              0.10662818                  -2.5117811e-06
              0.10849885                  -2.4420754e-06
              0.11036952                  -2.3595815e-06
              0.11224019                  -2.2643092e-06
              0.11411086                  -2.1563255e-06
              0.11598153                  -2.0357556e-06
               0.1178522                  -1.9027848e-06
              0.11972287                  -1.7576588e-06
              0.12159353                  -1.6006843e-06
               0.1234642                  -1.4322296e-06
              0.12533487                  -1.2527245e-06
              0.12720555                  -1.0626595e-06
              0.12907621                  -8.6258672e-07
              0.13094689                  -6.5311758e-07
              0.13281755                   -4.349227e-07
              0.13468823                  -2.0873013e-07
              0.13655889                   2.4676179e-08
              0.13842957                   2.6445838e-07
              0.14030023                   5.0972699e-07
              0.14217091                   7.5954347e-07
              0.14404157                   1.0129229e-06
              0.14591224                   1.2688375e-06
              0.14778291                   1.5262196e-06
              0.14965358                   1.7839654e-06
              0.15152425                   2.0409395e-06
              0.15339492                   2.2959778e-06
              0.15526558                   2.5478937e-06
              0.15713626                   2.7954809e-06
              0.15900692                   3.0375202e-06
               0.1608776                   3.2727824e-06
              0.16274828                   3.5000357e-06
              0.16461894                   3.7180498e-06
              0.16648962                   3.9256015e-06
              0.16836028                   4.1214812e-06
              0.17023095                   4.3044975e-06
              0.17210162                   4.4734838e-06
              0.17397229                   4.6273049e-06
              0.17584296                   4.7648609e-06
              0.17771363                   4.8850948e-06
              0.17958429                   4.9869977e-06
              0.18145497                   5.0696153e-06
              0.18332563                   5.1320526e-06
              0.18519631                   5.1734796e-06
              0.18706697                   5.1931383e-06
              0.18893765                   5.1903467e-06
              0.19080831                   5.1645034e-06
              0.19267899                   5.1150942e-06
              0.19454965                   5.0416957e-06
              0.19642033                   4.9439791e-06
              0.19829099                   4.8217162e-06
              0.20016167                   4.6747805e-06
              0.20203234                   4.5031534e-06
                0.203903                    4.306924e-06
              0.20577368                   4.0862951e-06
              0.20764434                   3.8415824e-06
              0.20951502                   3.5732178e-06
              0.21138568                   3.2817507e-06
              0.21325636                   2.9678472e-06
              0.21512702                   2.6322923e-06
               0.2169977                    2.275988e-06
              0.21886836                   1.8999532e-06
              0.22073904                   1.5053222e-06
               0.2226097                   1.0933426e-06
              0.22448038                   6.6537308e-07
              0.22635104                   2.2287998e-07
              0.22822171                  -2.3256619e-07
              0.23009238                   -6.992949e-07
              0.23196305                  -1.1755404e-06
              0.23383372                  -1.6594473e-06
              0.23570439                  -2.1490757e-06
              0.23757505                  -2.6424088e-06
              0.23944573                  -3.1373584e-06
              0.24131641                  -3.6317733e-06
              0.24318707                  -4.1234475e-06
              0.24505775                  -4.6101268e-06
              0.24692841                  -5.0895196e-06
              0.24879909                  -5.5593055e-06
              0.25066975                  -6.0171442e-06
              0.25254041                  -6.4606857e-06
               0.2544111                  -6.8875811e-06
              0.25628176                  -7.2954927e-06
              0.25815243                  -7.6821052e-06
              0.26002309                  -8.0451346e-06
              0.26189378                  -8.3823415e-06
              0.26376444                  -8.6915434e-06
               0.2656351                  -8.9706209e-06
              0.26750576                  -9.2175351e-06
              0.26937646                  -9.4303332e-06
              0.27124712                  -9.6071635e-06
              0.27311778                  -9.7462853e-06
              0.27498844                  -9.8460769e-06
              0.27685913                  -9.9050503e-06
               0.2787298                  -9.9218596e-06
              0.28060046                  -9.8953096e-06
              0.28247115                  -9.8243663e-06
              0.28434181                  -9.7081647e-06
              0.28621247                  -9.5460191e-06
              0.28808314                  -9.3374301e-06
              0.28995383                  -9.0820895e-06
              0.29182449                  -8.7798908e-06
              0.29369515                  -8.4309304e-06
              0.29556581                  -8.0355176e-06
              0.29743651                  -7.5941743e-06
              0.29930717                  -7.1076411e-06
              0.30117783                  -6.5768781e-06
              0.30304849                   -6.003067e-06
              0.30491918                  -5.3876129e-06
              0.30678985                  -4.7321414e-06
              0.30866051                  -4.0384994e-06
              0.31053117                   -3.308752e-06
              0.31240186                  -2.5451777e-06
              0.31427252                  -1.7502663e-06
              0.31614318                  -9.2671121e-07
              0.31801385                  -7.7403975e-08
              0.31988454                   7.9457391e-07
               0.3217552                   1.6859594e-06
              0.32362586                   2.5933182e-06
              0.32549655                   3.5130549e-06
              0.32736722                   4.4414255e-06
              0.32923788                   5.3745493e-06
              0.33110854                    6.308424e-06
              0.33297923                   7.2389385e-06
              0.33484989                     8.16189e-06
              0.33672056                   9.0729991e-06
              0.33859122                   9.9679282e-06
              0.34046191                   1.0842297e-05
              0.34233257                   1.1691705e-05
              0.34420323                   1.2511746e-05
               0.3460739                   1.3298029e-05
              0.34794459                     1.40462e-05
              0.34981525                   1.4751959e-05
              0.35168591                   1.5411086e-05
              0.35355657                   1.6019456e-05
              0.35542727                    1.657306e-05
              0.35729793                   1.7068032e-05
              0.35916859                   1.7500666e-05
              0.36103928                   1.7867431e-05
              0.36290994                   1.8165001e-05
               0.3647806                    1.839027e-05
              0.36665127                   1.8540375e-05
              0.36852196                   1.8612707e-05
              0.37039262                   1.8604938e-05
              0.37226328                   1.8515033e-05
              0.37413394                   1.8341269e-05
              0.37600464                   1.8082252e-05
               0.3778753                   1.7736927e-05
              0.37974596                   1.7304599e-05
              0.38161662                   1.6784934e-05
              0.38348731                   1.6177983e-05
              0.38535798                    1.548418e-05
              0.38722864                   1.4704357e-05
               0.3890993                    1.383975e-05
              0.39096999                   1.2891998e-05
              0.39284065                   1.1863154e-05
              0.39471132                   1.0755683e-05
              0.39658198                   9.5724572e-06
              0.39845267                   8.3167624e-06
              0.40032333                   6.9922867e-06
              0.40219399                   5.6031176e-06
              0.40406469                   4.1537332e-06
              0.40593535                   2.6489934e-06
              0.40780601                   1.0941259e-06
              0.40967667                  -5.0528587e-07
              0.41154736                  -2.1433191e-06
              0.41341802                  -3.8137293e-06
              0.41528869                  -5.5099699e-06
              0.41715935                  -7.2252137e-06
              0.41903004                  -8.9523755e-06
               0.4209007                  -1.0684138e-05
              0.42277136                  -1.2412978e-05
              0.42464203                  -1.4131194e-05
